feature_1,feature_2,feature_3,feature_4,feature_5,target
-0.6306259438,-1.658456789,-1.528568524,2.298006441,-1.603121438,-93.21107239
0.06196640016,0.5929465228,-0.5733854612,-0.2143833558,-0.2405937892,40.03137813
2.240641479,-0.2699739719,3.190681796,2.275663242,0.1990200914,154.8782954
-0.5729430394,0.9287991552,0.809412025,1.266620918,1.147346577,128.823806
1.876379326,1.375531789,0.5392647372,0.02093150901,-0.926615084,206.7975906
-1.825685714,-0.2839839288,0.9532391756,1.632417492,0.9671355588,22.42384869
0.3070764318,0.8373542998,-0.6242541643,1.337071101,1.35377095,155.1992527
0.2690805989,-0.7851814317,-1.104001935,1.132175375,1.413611451,-1.09650862
-0.07410530329,-0.1006115558,-1.9345549,1.809172763,0.7863464195,13.32471853
0.1727096828,0.9396641763,-0.459947032,-0.2771823137,0.1276147237,76.74421493
-0.1530465614,-1.929754625,0.4155076748,-1.295560855,-0.003897707602,-251.5338001
-0.5562104553,-0.3806821238,-1.262840575,-0.6357321471,-0.7180564126,-124.7732109
-1.123664289,-0.3905941371,-0.2570198309,0.63247619,-0.9781999486,-53.5330726
1.323995304,-0.06688965503,0.8851470876,0.2789909355,0.345806308,63.59291029
0.06194318764,-0.183449558,0.7054022442,-2.498503342,-0.7013572553,-127.758955
0.8437652782,0.08048418616,0.6376773143,0.1614711878,1.020754229,69.94918687
-0.8302651039,0.1980697979,-0.7560485425,-2.530373006,1.778472321,-121.1376878
2.03402089,-0.2378797696,0.9591441434,0.1401339445,-0.07359770851,44.68309196
-2.048170747,0.07500933946,-0.3933231648,-0.9947084898,1.182142735,-86.64414342
-1.052214596,-0.02566018865,-0.09139126195,0.1553611812,-0.8490636039,-46.08103587
-0.5044807182,-0.1268823179,0.1505907903,0.1922474175,-1.442284995,-21.15069628
1.050964487,-0.4593384156,0.3725019878,0.6386379353,1.975929872,12.97578831
-0.1294449687,0.3531738849,0.5278077831,-0.8580207979,-1.321598643,22.7897563
1.270495774,0.5245816425,-1.487403906,-2.22587071,1.58828549,-38.55533478
1.556742699,-0.5514993185,-0.7680574326,-1.444234368,-1.502788683,-95.17611127
0.9461464992,0.7686244092,0.3579849351,0.1006810829,0.2372683202,144.8975381
0.8203619167,1.177430238,-1.340854325,-0.09752096609,0.2136984425,158.456365
1.558930452,-0.00372272256,1.041573922,0.04274113316,-0.804147042,89.26690918
-0.6292566279,1.299406414,1.026591086,1.145277817,0.4014909553,149.8192874
-0.4177072484,-0.5193575855,-1.436319428,0.3653804057,-1.645249073,-30.24275205
-0.6537601141,1.081221678,-1.219444238,0.7380581539,1.56861089,88.32149377
1.525984511,0.1521071394,-0.09570116053,0.429676136,1.964088233,84.67219102
0.4244406194,-0.5398796133,-0.1174516761,1.123967198,-0.7203098467,6.270420247
-0.3774740749,0.3092050386,0.327736735,1.313650465,-0.4595577785,84.48170044
-1.067993976,1.367783081,-0.634823674,-1.333265216,0.8904531472,27.68674837
-0.57127849,1.259737198,-0.6995757102,1.204494561,-0.1657599473,145.1814561
1.320417637,1.806191904,-0.3882832017,0.2643546394,1.20065005,240.4026003
0.1908781043,0.6846266873,2.197081579,-0.1265993957,0.09473734453,80.04594533
1.937251542,0.8973780361,0.7059342721,0.4001397133,-0.9038171686,167.5540972
-0.5744325257,0.9161909873,1.014754484,0.04396300932,1.948664999,77.52727603
0.2481020772,0.1678562248,-0.8733132301,-1.422469128,-0.2726411538,5.486282908
1.047177839,1.219485452,-0.5166072028,-0.7849642791,0.275470686,70.07780664
0.894479161,1.034328636,-0.3041688936,-0.7693343317,-1.077887463,90.00653015
-1.947377174,0.3364113741,0.1403412784,0.3536496889,0.8629141639,33.12188001
-0.3582355589,1.79355903,-0.7391531359,-1.281420768,2.139633735,62.46642925
0.6747899551,-0.5154001303,1.741221225,-0.5021477199,-0.1889437637,-1.667770713
-0.9309689188,-2.340896511,0.4453170061,0.498793815,-0.1689804412,-200.7006046
0.5019334182,0.3324390703,0.3716723383,-0.3408808987,-0.8435427565,7.683713821
1.539798141,-0.5294839854,0.1237550776,1.093394045,-0.2939359714,63.05603291
1.141760432,-1.358930416,1.023523568,0.3522874317,0.5211799379,-62.17375804
-1.960432669,1.280014199,-0.8679680913,-0.2606013956,-0.3145912363,63.97610592
0.2574800863,0.6101698744,0.5477175652,-1.981507444,0.7248430147,-18.79412192
0.1631435452,-0.4454470374,-0.4632425083,-0.9398333191,-0.207351122,-55.80780151
-1.256988079,-0.1480942586,-0.9707886,0.1929497471,1.507283032,-42.32755849
1.066216727,0.4481262763,0.4707802971,-0.9673767683,-0.7943118294,24.40675204
0.2124336071,0.7589697468,0.1737046278,-0.4417207305,0.3985300577,34.76507276
0.9593305651,-2.691493705,0.9097071046,1.102789451,-0.2205256333,-164.6020939
-0.8632844897,0.973908162,0.8938467635,-2.031186429,-0.1589974751,-20.41975566
0.5841820466,1.236537141,0.4419038329,0.5036659088,0.5367638878,174.6899847
